domain,city,phone_seo,phone_ad,phone_common,all_phones,email,address,country,telegram,whatsapp,yandex_map_url,twogis_map_url,google_map_url
penza.met-trans.ru,Пенза,,,(8412) 29-82-78,8412298278,penza@met-trans.ru,"ул. Совхозная, д. 15А",Россия,(963) 109-82-78,(963) 109-82-78,https://yandex.ru/maps/org/mettransterminal/25260363537/?ll=45.019690%2C53.239218&z=14,https://2gis.ru/penza/firm/70000001044687705,
perm.met-trans.ru,Пермь,,,(342) 259-27-38,3422592738,perm@met-trans.ru,"Комсомольский пр-т, д. 98Б, оф. 5",Россия,(964) 190-27-38,(964) 190-27-38,https://yandex.ru/maps/org/mettransterminal/162015771700/?ll=56.254435%2C57.983368&z=16,https://2gis.ru/perm/firm/70000001038042195,https://maps.app.goo.gl/sAG2kwmishn2MVBBA
petrozavodsk.met-trans.ru,Петрозаводск,,,(8142) 67-12-66,8142671266,petrozavodsk@met-trans.ru,"ул. Новосулажгорская, д. 25, оф. 7А",Россия,(960) 283-58-33,(960) 283-58-33,https://yandex.ru/maps/org/mettransterminal/225329718396/?ll=34.281067%2C61.807718&z=16,https://2gis.ru/petrozavodsk/firm/70000001044687756,
petropavlovsk.met-trans.ru,Петропавловск-Камчатский,,,(800) 700-62-38,8007006238,petropavlovsk@met-trans.ru,"Восточное ш., д. 5, корп. 1",Россия,(902) 409-26-58,(902) 409-26-58,https://yandex.ru/profile/150384600073,https://2gis.ru/p_kamchatskiy/firm/70000001083346611,
podolsk.met-trans.ru,Подольск,,,(800) 700-36-68,8007003668,podolsk@met-trans.ru,,Россия,(967) 862-03-58,(967) 862-03-58,https://yandex.ru/profile/84657555957,,
pskov.met-trans.ru,Псков,,,(8112) 70-29-94,8112702994,pskov@met-trans.ru,"ул. Новгородская, д. 13",Россия,(960) 283-58-33,(960) 283-58-33,https://yandex.ru/maps/org/mettransterminal/61777023142/?ll=28.396348%2C57.817721&z=13,https://2gis.ru/pskov/firm/70000001044687802,
pyatigorsk.met-trans.ru,Пятигорск,,,(800) 700-36-68,8007003668,pyatigorsk@met-trans.ru,Промышленная зона №2,Россия,(967) 862-03-58,(967) 862-03-58,https://yandex.ru/profile/94155669909,,
rostov.met-trans.ru,Ростов-на-Дону,,,(863) 256-08-78,8632560878,rostov@met-trans.ru,"пр-т Михаила Нагибина, д. 11/135, оф. 301",Россия,(903) 406-08-78,(903) 406-08-78,https://yandex.ru/maps/org/mettransterminal/65584013888/?ll=39.712381%2C47.245139&z=14,https://2gis.ru/rostov/firm/70000001028079748,"https://www.google.com/maps/place/%D0%9C%D0%B5%D1%82%D0%A2%D1%80%D0%B0%D0%BD%D1%81%D0%A2%D0%B5%D1%80%D0%BC%D0%B8%D0%BD%D0%B0%D0%BB/@47.2526607,39.6028485,17.25z/data=!4m6!3m5!1s0x40e3c7a0a843e267:0x2d98c8fc2fdc698d!8m2!3d47.2528516!4d39.6066744!16s%2Fg%2F11ghfdljl8?entry=ttu"
ryazan.met-trans.ru,Рязань,,,(491) 299-56-35,4912995635,ryazan@met-trans.ru,"Московское шоссе, д. 147",Россия,(902) 409-26-58,(902) 409-26-58,https://yandex.ru/maps/org/mettransterminal/99595848464/?ll=39.603146%2C54.663013&z=14,https://2gis.ru/ryazan/firm/70000001044687832,
samara.met-trans.ru,Самара,,,(846) 221-66-38,8462216638,samara@met-trans.ru,"ул. Товарная, д. 17к1",Россия,(902) 409-26-58,(902) 409-26-58,https://yandex.ru/maps/org/mettransterminal/57878636800/?ll=50.295739%2C53.232611&z=15,https://2gis.ru/samara/firm/70000001035699240,"https://www.google.com/maps/place/%D0%9C%D0%B5%D1%82%D1%82%D1%80%D0%B0%D0%BD%D1%81%D1%82%D0%B5%D1%80%D0%BC%D0%B8%D0%BD%D0%B0%D0%BB/@53.2336961,50.2919045,17.83z/data=!4m6!3m5!1s0x41661a2d979c0001:0x83c30d1064d1f9c9!8m2!3d53.2334027!4d50.2939986!16s%2Fg%2F11s7bhh_68?entry=ttu"
spb.met-trans.ru,Санкт-Петербург,,,(812) 983-58-33,8129835833,spb@met-trans.ru,"ул. Маршала Говорова, д. 35к5, оф. 206",Россия,(960) 283-58-33,(960) 283-58-33,https://yandex.ru/maps/org/mettransterminal/110972626844/?ll=30.281348%2C59.888288&z=13,https://2gis.ru/spb/firm/70000001033467853,"https://www.google.com/maps/place/%D0%9C%D0%B5%D1%82%D0%A2%D1%80%D0%B0%D0%BD%D1%81%D0%A2%D0%B5%D1%80%D0%BC%D0%B8%D0%BD%D0%B0%D0%BB/@59.8895527,30.2774402,18.75z/data=!3m1!5s0x4696307e01d0688f:0x240b8d4b5bea6122!4m6!3m5!1s0x4696307e05f01de7:0xe54cd81f5ab18535!8m2!3d59.8894129!4d30.2786476!16s%2Fg%2F11g027sct7?entry=ttu"
saransk.met-trans.ru,Саранск,,,(800) 700-03-68,8007000368,saransk@met-trans.ru,"ул. Строительная, д. 11к1",Россия,(963) 109-82-78,(963) 109-82-78,https://yandex.ru/profile/137235748583,https://2gis.ru/saransk/firm/70000001082487095,
saratov.met-trans.ru,Саратов,,,(8452) 24-81-68,8452248168,saratov@met-trans.ru,"ул. Крайняя, д. 129",Россия,(902) 409-26-58,(902) 409-26-58,https://yandex.ru/maps/org/mettransterminal/149716560346/?ll=46.017071%2C51.553962&z=16,https://2gis.ru/saratov/firm/70000001044687873,
sevastopol.met-trans.ru,Севастополь,,,(8692) 77-72-88,8692777288,sevastopol@met-trans.ru,"ул. Астана Кесаева, д. 15А, оф. 1",Россия,(962) 766-80-86,(962) 766-80-86,https://yandex.ru/maps/org/mettransterminal/121501731767/?ll=33.457816%2C44.587159&z=16,https://2gis.ru/sevastopol/firm/70000001063763599,
simferopol.met-trans.ru,Симферополь,,,(3652) 88-68-08,3652886808,simferopol@met-trans.ru,"ул. Первомайская, д. 3В, оф. 24",Россия,(962) 766-80-86,(962) 766-80-86,https://yandex.ru/maps/org/mettransterminal/228381654171/?ll=34.125380%2C44.940071&z=16,https://2gis.ru/simferopol/firm/70000001044688005,
smolensk.met-trans.ru,Смоленск,,,(800) 700-36-68,8007003668,smolensk@met-trans.ru,"Краснинское шоссе, д. 35",Россия,(967) 862-03-58,(967) 862-03-58,https://yandex.ru/profile/229913185227,https://2gis.ru/smolensk/firm/70000001082532968,
sochi.met-trans.ru,Сочи,,,(862) 296-98-68,8622969868,sochi@met-trans.ru,"мкр. КСМ, ул. Кипарисовая, д. 8Б",Россия,(962) 766-80-86,(962) 766-80-86,https://yandex.ru/maps/org/mettransterminal/230292150367/?ll=39.743291%2C43.634089&z=14,https://2gis.ru/sochi/firm/70000001055936732,
stavropol.met-trans.ru,Ставрополь,,,(8652) 66-83-08,8652668308,stavropol@met-trans.ru,"ул. 4-я Промышленная, д. 1а",Россия,(962) 766-80-86,(962) 766-80-86,https://yandex.ru/maps/org/mettransterminal/208938450360/?ll=41.915732%2C45.061949&z=16,https://2gis.ru/stavropol/firm/70000001044688072,
sterlitamak.met-trans.ru,Стерлитамак,,,(800) 700-61-83,8007006183,sterlitamak@met-trans.ru,"ул. Элеваторная, д. 1А",Россия,(967) 862-03-58,(967) 862-03-58,https://yandex.ru/profile/177985688775,https://2gis.ru/sterlitamak/firm/70000001082544800,
surgut.met-trans.ru,Сургут,,,(3462) 79-09-78,3462790978,surgut@met-trans.ru,"ул. Домостроителей, д. 9",Россия,(902) 409-26-58,(902) 409-26-58,https://yandex.ru/maps/org/mettransterminal/36835686855/?ll=73.383591%2C61.279138&z=16,https://2gis.ru/surgut/firm/70000001044685247,
syktyvkar.met-trans.ru,Сыктывкар,,,(800) 700-62-38,8007006238,syktyvkar@met-trans.ru,"ул. Станционная, д. 108",Россия,(902) 409-26-58,(902) 409-26-58,https://yandex.ru/profile/238855264127,https://2gis.ru/syktyvkar/firm/70000001083333240,
taganrog.met-trans.ru,Таганрог,,,(800) 700-36-68,8007003668,taganrog@met-trans.ru,"Поляковское шоссе, д. 2",Россия,(967) 862-03-58,(967) 862-03-58,https://yandex.ru/profile/139110211914,https://2gis.ru/taganrog/firm/70000001083328959,
tambov.met-trans.ru,Тамбов,,,(800) 700-36-68,8007003668,tambov@met-trans.ru,"ул. Урожайная, д. 1А",Россия,(967) 862-03-58,(967) 862-03-58,https://yandex.ru/profile/230773767133,https://2gis.ru/tambov/firm/70000001083461751,
tver.met-trans.ru,Тверь,,,(800) 700-36-68,8007003668,tver@met-trans.ru,"Старицкое шоссе, д. 6к1",Россия,(967) 862-03-58,(967) 862-03-58,https://yandex.ru/profile/30280952914,https://2gis.ru/tver/firm/70000001083459881,
tobolsk.met-trans.ru,Тобольск,,,(3456) 27-28-38,3456272838,tobolsk@met-trans.ru,"ул. Радищева, д. 28с6, оф. 4",Россия,(982) 938-77-36,(982) 938-77-36,https://yandex.ru/maps/org/mettransterminal/214131560420/?ll=68.275097%2C58.203576&z=16,https://2gis.ru/tobolsk/firm/70000001060771891,
tolyatti.met-trans.ru,Тольятти,,,(8482) 71-90-28,8482719028,tolyatti@met-trans.ru,"ул. Ушакова, д. 48, оф. 3",Россия,(902) 409-26-58,(902) 409-26-58,https://yandex.ru/maps/org/mettransterminal/57092954722/?ll=49.401655%2C53.501619&z=16,https://2gis.ru/togliatti/firm/70000001043343812,
tomsk.met-trans.ru,Томск,,,(3822) 23-48-86,3822234886,tomsk@met-trans.ru,"пр-т Ленина, д. 159",Россия,(962) 829-87-48,(962) 829-87-48,https://yandex.ru/maps/org/mettransterminal/183694983016/?ll=84.948834%2C56.497894&z=16,https://2gis.ru/tomsk/firm/70000001044688192,
tula.met-trans.ru,Тула,,,(4872) 38-59-17,4872385917,tula@met-trans.ru,"ул. Пушкинская, д. 14Ж, оф. 202/1",Россия,(902) 409-26-58,(902) 409-26-58,https://yandex.ru/maps/org/mettransterminal/235374275412/?ll=37.613495%2C54.186919&z=14,https://2gis.ru/tula/firm/70000001044688254,
tyumen.met-trans.ru,Тюмень,,,(3452) 38-74-58,3452387458,tumen@met-trans.ru,"ул. Пермякова, д. 1, ст. 5, оф. 1305",Россия,(982) 938-77-36,(982) 938-77-36,https://yandex.ru/maps/org/mettransterminal/1117977687/?ll=65.602848%2C57.132240&z=13,https://2gis.ru/tyumen/firm/1830115630041773,
ulan-ude.met-trans.ru,Улан-Удэ,,,(3012) 39-00-69,3012390069,ulan-ude@met-trans.ru,"ул. Ботаническая, д. 38/3",Россия,(902) 409-26-58,(902) 409-26-58,https://yandex.ru/profile/39509110146,https://2gis.ru/ulanude/firm/70000001083582951,
ulianovsk.met-trans.ru,Ульяновск,,,(8422) 72-59-88,8422725988,ulianovsk@met-trans.ru,"ул. Промышленная, д. 2А",Россия,(963) 109-82-78,(963) 109-82-78,https://yandex.ru/maps/org/mettransterminal/193074607599/?ll=48.285444%2C54.294029&z=14,https://2gis.ru/ulyanovsk/firm/70000001044688327,
ufa.met-trans.ru,Уфа,,,(347) 298-13-17,3472981317,ufa@met-trans.ru,"Уфимское шоссе, д. 13а",Россия,(902) 409-26-58,(902) 409-26-58,https://yandex.ru/maps/org/mettransterminal/36252709819/?ll=56.054882%2C54.785621&z=16,https://2gis.ru/ufa/firm/70000001055933464,"https://www.google.com/maps/place/%D0%9C%D0%B5%D1%82%D1%82%D1%80%D0%B0%D0%BD%D1%81%D1%82%D0%B5%D1%80%D0%BC%D0%B8%D0%BD%D0%B0%D0%BB/@54.7856942,56.053867,18.5z/data=!4m6!3m5!1s0x43d9382608a6db7f:0xba2e1a2cfd0d82d!8m2!3d54.7859097!4d56.0543347!16s%2Fg%2F11s490vgl9?entry=ttu"
khabarovsk.met-trans.ru,Хабаровск,,,(4212) 65-14-08,4212651408,khabarovsk@met-trans.ru,"ул. Целинная, д. 10Д, пом. 2",Россия,(962) 829-87-48,(962) 829-87-48,https://yandex.ru/maps/org/mettransterminal/122488845165/?ll=135.159817%2C48.429917&z=16,https://2gis.ru/khabarovsk/firm/70000001044685131,
hanty.met-trans.ru,Ханты-Мансийск,,,(3467) 30-80-68,3467308068,hanty@met-trans.ru,"ул. Парковая, д. 92А",Россия,(982) 938-77-36,(982) 938-77-36,https://yandex.ru/maps/org/mettransterminal/115248427343/?ll=69.059775%2C60.995638&z=16,https://2gis.ru/kh_mansiysk/firm/70000001036212035,"https://www.google.com/maps/place/%D0%9C%D0%B5%D1%82%D1%82%D1%80%D0%B0%D0%BD%D1%81%D1%82%D0%B5%D1%80%D0%BC%D0%B8%D0%BD%D0%B0%D0%BB/@61.0148176,69.0685479,18.25z/data=!4m6!3m5!1s0x439e7acda30c7339:0xdf895d59c53294c6!8m2!3d61.014533!4d69.069815!16s%2Fg%2F11pkb7nrkq?entry=ttu"
cheboksary.met-trans.ru,Чебоксары,,,(8352) 36-42-14,8352364214,cheboksary@met-trans.ru,"ул. Урукова, д. 19",Россия,(963) 109-82-78,(963) 109-82-78,https://yandex.ru/maps/org/mettransterminal/63313402318/?ll=47.205058%2C56.139527&z=16,https://2gis.ru/cheboksary/firm/70000001059770739,
chel.met-trans.ru,Челябинск,,,(351) 216-03-38,3512160338,chel@met-trans.ru,"ул.Труда ,д. 91 ,офис 201",Россия,(967) 862-03-58,(967) 862-03-58,https://yandex.ru/maps/org/mettransterminal/224953401032/?indoorLevel=1&ll=61.406542%2C55.167853&z=17,https://2gis.ru/chelyabinsk/firm/2111590608512297,"https://www.google.com/maps/place/%D0%9C%D0%B5%D1%82%D0%A2%D1%80%D0%B0%D0%BD%D1%81%D0%A2%D0%B5%D1%80%D0%BC%D0%B8%D0%BD%D0%B0%D0%BB/@55.1136124,61.3868685,18.87z/data=!4m6!3m5!1s0x43c58d0d9ea2d1a7:0x3f0d074ec5b4dbcb!8m2!3d55.1135514!4d61.388125!16s%2Fg%2F113gwbtqh?entry=ttu"
cherepovets.met-trans.ru,Череповец,,,(800) 700-36-68,8007003668,cherepovets@met-trans.ru,"ул. Промышленная, д. 7, стр. 4",Россия,(967) 862-03-58,(967) 862-03-58,https://yandex.ru/profile/128221064683,https://2gis.ru/cherepovets/firm/70000001083457293,
chita.met-trans.ru,Чита,,,(3022) 24-52-39,3022245239,chita@met-trans.ru,"ул. Сухая Падь, д. 3с2",Россия,(902) 409-26-58,(902) 409-26-58,https://yandex.ru/profile/243874721234,https://2gis.ru/chita/firm/70000001083532027,
sakhalinsk.met-trans.ru,Южно-Сахалинск,,,(800) 700-35-86,8007003586,sakhalin@met-trans.ru,"ул. Ленина, д. 474А",Россия,(962) 829-87-48,(962) 829-87-48,https://yandex.ru/profile/62455785353,https://2gis.ru/yuzhnosakhalinsk/firm/70000001083554827,
yakutsk.met-trans.ru,Якутск,,,(4112) 24-00-86,4112240086,yakutsk@met-trans.ru,"ул. Байкалова, д. 2",Россия,(962) 829-87-48,(962) 829-87-48,https://yandex.ru/profile/55721184048,https://2gis.ru/yakutsk/firm/70000001083531945,
yaroslavl.met-trans.ru,Ярославль,,,(4852) 66-25-08,4852662508,yaroslavl@met-trans.ru,"ул. Базовая, д. 3, оф. 17Б",Россия,(902) 409-26-58,(902) 409-26-58,https://yandex.ru/maps/org/mettransterminal/26965509587/?ll=39.838100%2C57.657437&z=16,https://2gis.ru/yaroslavl/firm/70000001044688399,
met-trans.uz,Ташкент,,,998(93) 503-80-68,935038068,info@met-trans.uz,"ул. Туркистан, д. 12А",Узбекистан,998-93-503-80-68,998-93-503-80-68,https://yandex.ru/maps/org/mettransterminal/19964224832/?ll=69.284219%2C41.291810&z=17,https://go.2gis.com/s8HxR,https://goo.gl/maps/HrV3217sgXwdnY8t5
donetsk.met-trans.ru,Донецк,,,(963) 379-09-93,9633790993,donetsk@met-trans.ru,"Зелёная улица, д. 18",Украина,,,,,
lugansk.met-trans.ru,Луганск,,,(963) 379-09-93,9633790993,lugansk@met-trans.ru,"ул. Фрунзе, д. 118",Украина,,,,,
mariupol.met-trans.ru,Мариуполь,,,(963) 379-09-93,9633790993,mariupol@met-trans.ru,"Малофонтанная улица, д. 79",Украина,,,,,
melitopol.met-trans.ru,Мелитополь,,,(963) 379-09-93,9633790993,melitopol@met-trans.ru,"ул. Курчатова, д. 19",Украина,,,,,
herson.met-trans.ru,Херсон,,,(963) 379-09-93,9633790993,herson@met-trans.ru,"20-я Восточная улица, д. 7",Украина,,,,,
