domain,city,phone_seo,phone_ad,phone_common,all_phones,email,address,country,telegram,whatsapp,yandex_map_url,twogis_map_url,google_map_url
noyabrsk.stalmetural.ru,Ноябрьск,,7 (962) 388-79-12,7 (346) 231-03-77,3462310377;9634920377;9623887912;9030846889,noyabrsk@stalmetural.ru,"3-й проезд, 4А",Россия,smu_manager,7-903-084-68-89,https://yandex.ru/maps/org/stalmetural/1062249591/,https://2gis.ru/noyabrsk/search/%D0%A1%D1%82%D0%B0%D0%BB%D1%8C%D0%BC%D0%B5%D1%82%D1%83%D1%80%D0%B0%D0%BB%20%D0%9D%D0%BE%D1%8F%D0%B1%D1%80%D1%8C%D1%81%D0%BA/firm/70000001112823805/75.498031%2C63.203871?m=75.497976%2C63.203886%2F17.29,
donetsk.stalmetural.ru,Донецк,,7 (962) 388-79-12,7 (903) 411-80-66,9034118066;9623887912;9030846889,donetsk@stalmetural.ru,"проспект Мира, 17",Россия,smu_manager,7-903-084-68-89,,,
mariupol.stalmetural.ru,Мариуполь,,7 (962) 388-79-12,7 (903) 411-80-66,9034118066;9623887912;9030846889,mariupol@stalmetural.ru,"проспект Мира, 38",Россия,smu_manager,7-903-084-68-89,,,
lugansk.stalmetural.ru,Луганск,,7 (962) 388-79-12,7 (903) 411-80-66,9034118066;9623887912;9030846889,lugansk@stalmetural.ru,"улица Королёва, 33",Россия,smu_manager,7-903-084-68-89,,,
melitopol.stalmetural.ru,Мелитополь,,7 (962) 388-79-12,7 (903) 411-80-66,9034118066;9623887912;9030846889,melitopol@stalmetural.ru,"улица Михаила Грушевского, 13",Россия,smu_manager,7-903-084-68-89,,,
stalmetural.kz,Алматы,,7 (727) 327-27-00,7 (727) 317-21-68,7273172168;7006971613;7273272700,almaty@stalmetural.kz,"проспект Сакена Сейфуллина, 404/67",Казахстан,smu_kz,700-567-89-78,https://yandex.ru/maps/org/stalmetgrupp/210005587496/?ll=76.932116%2C43.267499&z=17,,"https://www.google.com/maps/place/%D0%A1%D1%82%D0%B0%D0%BB%D1%8C%D0%BC%D0%B5%D1%82%D0%B3%D1%80%D1%83%D0%BF%D0%BF/@43.2670087,76.9297506,17z/data=!3m1!4b1!4m6!3m5!1s0x388369b8673d564d:0xd5ee04392b7b47f4!8m2!3d43.2670087!4d76.9323309!16s%2Fg%2F11t5x98jkj?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
stalmetural.by,Минск,,,375 (44) 766-62-58,447666258;9030846889,minsk@stalmetural.by,"Новодворский сельсовет, 40/2",Беларусь,smu_manager,7-903-084-68-89,https://yandex.ru/maps/org/stalmetural/88250245837/,https://2gis.by/minsk/firm/70000001087630911/,
stalmetural.kg,Бишкек,,,996 (221) 31-88-82,221318882,bishkek@stalmetural.kg,"улица Суюмбаева, 41",Кыргызстан,smu_kg,996-221-31-88-82,https://yandex.ru/maps/org/stalmetgrupp/175467360016/,,
osh.stalmetural.kg,Ош,,,996 (221) 31-88-82,221318882,osh@stalmetural.kg,"улица Аскара Шакирова, 108А",Кыргызстан,smu_kg,996-221-31-88-82,https://yandex.ru/maps/org/stalmetgrupp/98941568385/,https://2gis.kg/osh/inside/70030076147919795/firm/70000001078930641,
stalmetural.uz,Ташкент,,,998 (90) 011-26-88,900112688;900113688,tashkent@stalmetural.uz,"улица Шота Руставели, 150",Узбекистан,smu_uzbekistan,998 90-011-36-88,https://yandex.ru/maps/org/stalmetgrupp/85356175541/,https://2gis.uz/tashkent/firm/70000001077465425/,
smg.az,Баку,,,998 (90) 011-26-88,900112688;505732867,baku@smg.az,"Сальянское шоссе, 10",Азербайджан,smu_az,994-50-573-28-67,https://yandex.ru/maps/org/stalmetgrupp/215378262837/,,
steelgroup.az,Азербайджан (перевод),,,994 (12) 311-01-38,123110138,info@steelgroup.az,,,,,,,
stalmetural.am,Ереван,,,994 (12) 311-01-38,123110138;9031303669,erevan@stalmetural.am,"проспект Саят-Новы, 19/1",Армения,smu_manager2,7-903-130-36-69,https://yandex.ru/maps/org/stalmetgrupp/30074101164/,,
