domain,city,phone_seo,phone_ad,phone_common,all_phones,email,address,country,telegram,whatsapp,yandex_map_url,twogis_map_url,google_map_url
metpromintex-shymkent.kz,Шымкент,,,+7 (725) 261-21-28,7252612128,shymkent@metpromintex.ru,"улица Байтулы баба, 18",Казахстан,,+7 (707) 307-38-48,https://yandex.ru/maps/org/metprominteks/220951297138/?ll=69.565751%2C42.337212&mode=search&sll=76.982673%2C52.285880&sspn=0.018577%2C0.006276&text=%D0%BC%D0%B5%D1%82%D0%BF%D1%80%D0%BE%D0%BC%D0%B8%D0%BD%D1%82%D0%B5%D0%BA%D1%81%20%D1%88%D1%8B%D0%BC%D0%BA%D0%B5%D0%BD%D1%82&z=16.73,https://2gis.kz/shymkent/search/%D0%BC%D0%B5%D1%82%D0%BF%D1%80%D0%BE%D0%BC%D0%B8%D0%BD%D1%82%D0%B5%D0%BA%D1%81/firm/70000001081112795/69.565521%2C42.337167?m=69.587036%2C42.315822%2F11,
metpromintex-aktobe.kz,Актобе,,,+7 (800) 080-88-85,8000808885,aktobe@metpromintex.kz,"проспект 312-й Стрелковой Дивизии, 38",Казахстан,,+7 (708) 486-28-81,https://yandex.ru/maps/org/metprominteks/218013586325/?ll=57.157627%2C50.320304&z=16,https://2gis.kz/aktobe/firm/70000001094798576,
metpromintex-karaganda.kz,Караганда,,,,,,,Казахстан,,+7 (708) 486-28-81,https://yandex.ru/maps/org/metprominteks/219161630357/?ll=73.102310%2C49.789758&z=16,,
metpromintex-taraz.kz,Тараз,,,+7 (800) 080-88-85,8000808885,taraz@metpromintex.kz,"проспект Жамбыла, 75Б",Казахстан,,+7 (708) 486-28-81,,,
metpromintex-ust-kamenogorsk.kz,Усть-Каменогорск,,,+7 (800) 080-88-85,8000808885,ust-kamenogorsk@metpromintex.kz,"проспект Нурсултана Назарбаева, 341/1",Казахстан,,+7 (708) 486-28-81,,,
metpromintex-pavlodar.kz,Павлодар,,,+7 (800) 080-88-85,8000808885,pavlodar@metpromintex.kz,"улица Камзина, 39",Казахстан,,+7 (708) 486-28-81,https://yandex.ru/maps/org/metprominteks/54663899184/?ll=76.982673%2C52.285881&mode=search&sctx=ZAAAAAgBEAAaKAoSCWJqSx3kPlNAER7GpL%2BXJEpAEhIJnigJibSNjz8RECTvHMpQdT8iBgABAgMEBSgKOABAvgFIAWoCa3qdAc3MTD2gAQCoAQC9ASm8UpTCAQaw0OPRywGCAivQvNC10YLQv9GA0L7QvNC40L3RgtC10LrRgSDQv9Cw0LLQu9C%2B0LTQsNGAigIAkgIDMTkwmgIMZGVza3RvcC1tYXBz&sll=76.982673%2C52.285881&sspn=0.015514%2C0.005241&text=%D0%BC%D0%B5%D1%82%D0%BF%D1%80%D0%BE%D0%BC%D0%B8%D0%BD%D1%82%D0%B5%D0%BA%D1%81%20%D0%BF%D0%B0%D0%B2%D0%BB%D0%BE%D0%B4%D0%B0%D1%80&z=16.99,https://2gis.kz/pavlodar/firm/70000001096242286,
metpromintex-atyrau.kz,Атырау,,,+7 (800) 080-88-85,8000808885,atyrau@metpromintex.kz,"проспект Абулхаир Хана, 36",Казахстан,,+7 (708) 486-28-81,https://yandex.ru/maps/org/metprominteks/136770576093/?display-text=%D0%BC%D0%B5%D1%82%D0%BF%D1%80%D0%BE%D0%BC%D0%B8%D0%BD%D1%82%D0%B5%D0%BA%D1%81%20%D0%B0%D1%82%D1%8B%D1%80%D0%B0%D1%83&ll=51.838685%2C47.115870&mode=search&sctx=ZAAAAAgCEAAaKAoSCd3SakjcjlRAEcy1aAHayEVAEhIJibX4FADDHkARHZPF%2FUdGCUAiBgABAgMEBSgKOABAnwFIAWoCa3qdAc3MTD2gAQCoAQC9AdMw613CAQbdvaXB%2FQOCAifQvNC10YLQv9GA0L7QvNC40L3RgtC10LrRgSDQsNGC0YvRgNCw0YOKAgCSAgUxMDI5MZoCDGRlc2t0b3AtbWFwcw%3D%3D&sll=51.838685%2C47.115870&sspn=0.015020%2C0.005793&text=%D0%BC%D0%B5%D1%82%D0%BF%D1%80%D0%BE%D0%BC%D0%B8%D0%BD%D1%82%D0%B5%D0%BA%D1%81%20%D0%B0%D1%82%D1%8B%D1%80%D0%B0%D1%83&z=17,https://2gis.kz/atyrau/firm/70000001094800975/51.838938%2C47.116017?m=51.838994%2C47.115971%2F20,
metpromintex-semei.kz,Семей,,,+7 (800) 080-88-85,8000808885,semei@metpromintex.kz,"улица Кабанбай батыра, 53",Казахстан,,+7 (708) 486-28-81,https://yandex.ru/maps/org/metprominteks/154312758780/?ll=80.250214%2C50.420211&z=16,https://2gis.kz/semej/search/%D0%BC%D0%B5%D1%82%D0%BF%D1%80%D0%BE%D0%BC%D0%B8%D0%BD%D1%82%D0%B5%D0%BA%D1%81/firm/70000001097008663/80.250139%2C50.420328?m=80.235584%2C50.404209%2F10.79,
metpromintex-kyzylorda.kz,Кызылорда,,,+7 (800) 080-88-85,8000808885,kyzylorda@metpromintex.kz,"улица Жаппасбай батыра, 40",Казахстан,,+7 (708) 486-28-81,https://yandex.ru/maps/org/metprominteks/194483940056/?ll=65.527321%2C44.849734&z=16,,
metpromintex-aktau.kz,Актау,,,+7 (800) 080-88-85,8000808885,aktau@metpromintex.kz,"Промышленная зона № 1, 33/3",Казахстан,,+7 (708) 486-28-81,https://yandex.ru/maps/org/metprominteks/178428228288/?ll=51.197916%2C43.640110&z=17,https://2gis.kz/aktau/search/%D0%BC%D0%B5%D1%82%D0%BF%D1%80%D0%BE%D0%BC%D0%B8%D0%BD%D1%82%D0%B5%D0%BA%D1%81/firm/70000001094801067/51.192375%2C43.642212?m=51.192557%2C43.651711%2F13.85,
metpromintex-kostanay.kz,Костанай,,,+7 (800) 080-88-85,8000808885,kostanaj@metpromintex.kz,"Рабочая улица, 162",Казахстан,,+7 (708) 486-28-81,https://yandex.ru/maps/org/metprominteks/39431836400/?ll=63.635838%2C53.231274&z=16,https://2gis.kz/kostanay/firm/70000001096236443?m=63.634357%2C53.230944%2F18.6,
metpromintex-uralsk.kz,Уральск,,,+7 (800) 080-88-85,8000808885,uralsk@metpromintex.kz,"проспект Абая, 59/1",Казахстан,,+7 (708) 486-28-81,https://yandex.ru/maps/org/metprominteks/120135683005/reviews/?ll=51.386363%2C51.218771&mode=search&sctx=ZAAAAAgBEAAaKAoSCa2kFd9QqklAEaJ71jVaoElAEhIJUz4EVaNXyz8Rqn8QyZBjsz8iBgABAgMEBSgKOABAwVBIAWoCa3qdAc3MTD2gAQCoAQC9AYeTqI3CAQa9l5TFvwOCAhrQvNC10YLQv9GA0L7QvNC40L3RgtC10LrRgYoCAJICAJoCDGRlc2t0b3AtbWFwcw%3D%3D&sll=51.386363%2C51.218771&sspn=0.049141%2C0.017435&tab=reviews&text=%D0%BC%D0%B5%D1%82%D0%BF%D1%80%D0%BE%D0%BC%D0%B8%D0%BD%D1%82%D0%B5%D0%BA%D1%81&z=15.29,,
metpromintex-petropavlovsk.kz,Петропавловск,,,+7 (800) 080-88-85,8000808885,petropavlovsk@metpromintex.kz,"улица Габита Мусрепова, 34/В",Казахстан,,+7 (708) 486-28-81,https://yandex.ru/maps/org/metprominteks/239295588745/?ll=69.168309%2C54.892897&z=16,,
metpromintex.by,Минск,,,+375 (29) 666-97-80,296669780,minsk@metpromintex.ru,"проспект Независимости, 173",Беларусь,,+375 (29) 666-97-80,https://yandex.ru/maps/org/metprominteks/115354684625/?ll=27.667212%2C53.941246&z=17.05,https://2gis.by/minsk/inside/70030076195810072/firm/70000001094528920?m=27.667645%2C53.940938%2F18.5,
metpromintex.kg,Бишкек,,,+996 (224) 07-67-37,224076737,info@METPROMINTEX.KG,"улица Суеркулова, 16",Киргизия,,+996 (224) 07-67-37,https://yandex.ru/maps/org/metprominteks/22290680107/?ll=74.586871%2C42.899532&mode=search&sctx=ZAAAAAgBEAAaKAoSCW3GaYgqnD5AEb3%2BJD538E1AEhIJTtU9srnKEEARNNsV%2BmCZ8j8iBgABAgMEBSgKOABAvk9IAWoCcnWdAc3MTD2gAQCoAQC9AdDfLcLCAQWrkoOFU4ICJ9Cx0LjRiNC60LXQuiDQvNC10YLQv9GA0L7QvNC40L3RgtC10LrRgYoCAJICBTEwMzA5mgIMZGVza3RvcC1tYXBz&sll=74.586871%2C42.899532&sspn=1.049493%2C0.425017&text=%D0%B1%D0%B8%D1%88%D0%BA%D0%B5%D0%BA%20%D0%BC%D0%B5%D1%82%D0%BF%D1%80%D0%BE%D0%BC%D0%B8%D0%BD%D1%82%D0%B5%D0%BA%D1%81&z=10.91,,
metpromintex.uz,Ташкент,,,+998 (90) 005-00-98,900050098,info@metpromintex.uz,"улица Шота Руставели, 101",Узбекистан,,+998 (90) 005-00-98,https://yandex.ru/maps/org/metprominteks/134626991081/?ll=69.323750%2C41.290231&mode=search&sctx=ZAAAAAgBEAAaKAoSCe1%2FgLVqNz5AEeG2tvC8%2Bk1AEhIJAmN9A5MblT8Rm%2BeIfJdSdz8iBgABAgMEBSgKOABAoq4HSAFqAnJ1nQHNzEw9oAEAqAEAvQEO2rGewgEG6beTw%2FUDggIp0LzQtdGC0L%2FRgNC%2B0LzQuNC90YLQtdC60YEg0YLQsNGI0LrQtdC90YKKAgCSAgUxMDMzNZoCDGRlc2t0b3AtbWFwcw%3D%3D&sll=69.323750%2C41.290231&sspn=0.659614%2C0.274043&text=%D0%BC%D0%B5%D1%82%D0%BF%D1%80%D0%BE%D0%BC%D0%B8%D0%BD%D1%82%D0%B5%D0%BA%D1%81%20%D1%82%D0%B0%D1%88%D0%BA%D0%B5%D0%BD%D1%82&z=11.58,https://2gis.uz/tashkent/search/%D0%BC%D0%B5%D1%82%D0%BF%D1%80%D0%BE%D0%BC%D0%B8%D0%BD%D1%82%D0%B5%D0%BA%D1%81/firm/70000001105294909/69.231687%2C41.265078?m=69.231711%2C41.265102%2F18,
metpromintex.az,Баку,,,+994 (51) 895-96-88,518959688,baku@metpromintex.az,"пр-т Ходжалы, дом: 37",Азербайджан,,+994 (51) 895-96-88,https://yandex.ru/maps/org/metprominteks/100468945922/?ll=49.874363%2C40.382801&mode=search&sll=60.601143%2C56.837908&sspn=0.141580%2C0.042746&text=%D0%BF%D1%80%D0%BE%D1%81%D0%BF.%20%D0%A5%D0%BE%D0%B4%D0%B6%D0%B0%D0%BB%D1%8B%2C%2037%20%D0%BC%D0%B5%D1%82%D0%BF%D1%80%D0%BE%D0%BC%D0%B8%D0%BD%D1%82%D0%B5%D0%BA%D1%81&z=16.88,,
