domain,city,phone_seo,phone_ad,phone_common,all_phones,email,address,country,telegram,whatsapp,yandex_map_url,twogis_map_url,google_map_url
petropavlovsk.mepen.kz,Петропавловск,,,7 (727) 354-08-98,7273540898,petropavl@mepen.kz,"Омское шоссе, 3/4",Казахстан,,,https://yandex.ru/maps/org/metpromenergo/173961783407/,,
mepen.by,Минск,,,375 (29) 643-66-60,296436660,minsk@mepen.by,"Инженерная улица, дом 22",Беларусь,,,https://yandex.ru/maps/org/metpromenergo/49159280235/,,
gomel.mepen.by,Гомель,,,375 (29) 643-66-60,296436660,gomel@mepen.by,,Беларусь,,,,,
mogilev.mepen.by,Могилев,,,375 (29) 643-66-60,296436660,mogilev@mepen.by,,Беларусь,,,,,
grodno.mepen.by,Гродно,,,375 (29) 643-66-60,296436660,grodno@mepen.by,,Беларусь,,,,,
vitebsk.mepen.by,Витебск,,,375 (29) 643-66-60,296436660,vitebsk@mepen.by,,Беларусь,,,,,
brest.mepen.by,Брест,,,375 (29) 643-66-60,296436660,brest@mepen.by,,Беларусь,,,,,
bobruisk.mepen.by,Бобруйск,,,375 (29) 643-66-60,296436660,bobruisk@mepen.by,,Беларусь,,,,,
borisov.mepen.by,Борисов,,,375 (29) 643-66-60,296436660,borisov@mepen.by,,Беларусь,,,,,
polotsk.mepen.by,Полоцк,,,375 (29) 643-66-60,296436660,polotsk@mepen.by,,Беларусь,,,,,
nesvizh.mepen.by,Несвиж,,,375 (29) 643-66-60,296436660,nesvij@mepen.by,,Беларусь,,,,,
kamenets.mepen.by,Каменец,,,375 (29) 643-66-60,296436660,kamenets@mepen.by,,Беларусь,,,,,
mepen.uz,Ташкент,,,998 (90) 006-84-48,900068448,tashkent@mepen.uz,"улица Шота Руставели, 12",Узбекистан,,,,,
mepen.kg,Бишкек,,,996 (22) 065-25-09,220652509,bishkek@mepen.kg,"улица Токтогула, 125",Киргизия,,,,,
mepen.az,Баку,,,994 (10) 236-76-89,102367689,baku@mepen.az,"улица Джафара Джаббарли, 44",Азербайджан,,,,,
